RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,DelqEver,DelqLast12M,PercentSatisfactoryTrades,NumTradesWBalance
Good,85,156,4,66,27,0,0,100,125,7,7,28,2,39,13,0,0,2,88.0,4,3,1,80,0.14903129657228018,False,False,96.0,22
Bad,73,188,2,83,18,1,1,95,29,7,2,22,1,27,0,11,11,30,,4,2,0,67,0.14903129657228018,True,False,82.0,14
Good,66,287,13,100,16,1,0,65,21,7,5,20,0,45,2,1,1,93,62.0,2,3,1,100,0.14903129657228018,True,False,80.0,20
Bad,62,96,4,62,8,1,1,56,3,6,2,9,1,22,0,0,0,6,,1,1,0,33,0.628930817610063,True,True,89.0,2
Bad,71,85,4,50,48,0,0,100,125,7,7,49,4,4,2,6,6,12,,7,1,1,27,0.14903129657228018,False,False,98.0,13
Good,74,123,1,52,23,0,0,100,125,7,7,24,3,33,5,0,0,38,43.0,4,5,1,75,0.14903129657228018,False,False,96.0,18
Good,90,354,28,113,26,0,0,100,125,7,7,27,0,15,18,0,0,1,,2,1,0,43,0.14903129657228018,False,False,96.0,11
Bad,60,165,2,79,43,0,0,92,9,6,6,49,2,47,0,0,0,73,89.0,7,2,0,77,0.628930817610063,True,True,88.0,37
Good,61,173,2,96,16,2,0,79,3,6,5,19,2,21,0,0,0,31,47.0,6,2,1,80,0.628930817610063,True,True,84.0,15
Good,84,433,5,136,21,0,0,100,125,7,7,24,1,33,0,0,0,47,87.0,2,3,0,50,0.14903129657228018,False,False,88.0,12
Good,55,289,2,85,20,1,1,78,3,6,6,24,2,30,0,2,2,36,13.0,7,3,1,77,0.628930817610063,True,True,83.0,18
Good,86,220,7,79,19,0,0,100,125,7,7,19,1,0,0,0,0,2,,3,2,0,21,0.14903129657228018,False,False,100.0,3
Bad,77,191,4,76,20,0,0,100,125,7,7,20,2,35,0,3,2,69,17.0,2,2,1,63,0.14903129657228018,False,False,100.0,12
Bad,69,175,5,58,20,0,0,85,19,7,6,20,3,25,5,1,1,10,73.0,4,3,0,64,0.14903129657228018,True,False,100.0,12
Bad,86,216,6,95,26,0,0,97,73,7,6,29,1,28,0,0,0,1,65.0,3,3,0,55,0.14903129657228018,True,False,90.0,15
Bad,62,192,5,38,22,0,0,100,125,7,7,22,2,9,0,3,3,65,,15,2,7,79,0.14903129657228018,False,False,100.0,17
Good,84,200,4,103,27,0,0,100,125,7,7,29,1,21,36,3,3,7,92.0,2,2,1,55,0.14903129657228018,False,False,93.0,15
Good,78,126,7,58,41,0,0,100,125,7,7,45,2,51,0,2,2,14,75.0,3,5,0,50,0.14903129657228018,False,False,91.0,22
Bad,66,179,3,45,21,3,1,88,41,7,5,25,4,40,36,1,1,8,54.0,1,4,0,50,0.14903129657228018,True,False,84.0,12
Bad,68,156,6,46,10,1,0,91,125,7,5,11,2,27,36,2,1,74,89.0,4,2,3,75,0.14903129657228018,True,False,91.0,8
Bad,81,368,11,120,9,1,0,90,67,7,5,10,1,10,1,2,1,31,,5,2,0,83,0.14903129657228018,True,False,90.0,8
Good,88,179,4,129,10,0,0,100,125,7,7,10,1,40,36,3,3,4,,1,1,0,40,0.14903129657228018,False,False,100.0,4
Bad,85,253,2,82,15,0,0,94,69,7,6,18,4,33,36,1,1,6,101.0,1,2,0,38,0.14903129657228018,True,False,83.0,6
Bad,57,209,2,92,34,1,1,92,3,6,6,37,2,19,1,1,1,22,,7,1,2,67,0.628930817610063,True,True,92.0,24
Bad,88,438,9,122,20,0,0,100,125,7,7,20,1,50,0,1,1,1,,1,5,0,55,0.14903129657228018,False,False,100.0,11
Good,85,140,6,84,14,0,0,100,125,7,7,14,1,29,36,0,0,6,62.0,2,2,0,57,0.14903129657228018,False,False,100.0,7
Bad,71,164,10,81,12,0,0,100,125,7,7,12,1,33,0,1,0,83,40.0,5,2,2,78,0.14903129657228018,False,False,100.0,9
Good,81,181,1,74,13,0,0,93,19,7,6,14,1,29,36,3,3,11,48.0,2,1,0,60,0.14903129657228018,True,False,93.0,8
Good,88,360,3,115,26,0,0,100,125,7,7,28,1,39,1,2,2,4,,4,1,0,45,0.14903129657228018,False,False,93.0,12
Bad,70,116,2,65,26,0,0,96,37,7,6,27,4,52,0,2,2,44,70.0,7,4,0,92,0.14903129657228018,True,False,96.0,24
Good,74,100,2,32,25,0,0,100,125,7,7,27,6,30,3,2,2,15,93.0,4,2,1,43,0.14903129657228018,False,False,93.0,11
Bad,40,166,3,100,12,11,7,48,1,2,2,23,1,17,3,5,5,72,,11,1,3,87,0.628930817610063,True,True,52.0,20
Good,66,256,9,76,32,0,0,97,16,7,6,33,1,30,0,0,0,34,60.0,6,3,3,45,0.14903129657228018,True,False,97.0,14
Good,63,270,3,67,6,3,1,50,22,7,3,10,3,30,0,0,0,61,87.0,4,2,0,86,0.14903129657228018,True,False,60.0,8
Good,82,157,6,80,24,0,0,96,26,7,6,26,2,77,4,1,1,10,56.0,1,2,0,50,0.14903129657228018,True,False,92.0,13
Bad,73,181,3,59,22,0,0,100,125,7,7,22,2,41,0,0,0,56,54.0,6,5,1,79,0.14903129657228018,False,False,100.0,17
Good,60,131,6,50,31,0,0,100,125,7,7,31,2,35,10,0,0,75,54.0,14,5,8,95,0.14903129657228018,False,False,100.0,29
Bad,66,208,3,83,24,0,0,92,4,6,6,25,3,32,5,0,0,44,,6,1,0,70,0.628930817610063,True,True,96.0,17
Good,67,294,6,100,37,0,0,100,125,7,7,40,3,30,1,6,6,54,54.0,7,6,4,87,0.14903129657228018,False,False,92.0,34
Bad,57,14,5,8,3,0,0,100,125,7,7,3,2,33,0,6,5,96,,2,1,1,100,0.14903129657228018,False,False,100.0,3
Good,75,367,1,118,57,0,0,95,28,7,6,58,3,24,0,0,0,5,44.0,4,4,0,41,0.14903129657228018,True,False,98.0,23
Bad,68,178,7,67,36,2,0,78,7,6,5,41,3,54,36,0,0,17,65.0,4,5,0,64,0.628930817610063,True,True,88.0,26
Bad,77,157,2,86,2,0,0,67,21,7,6,3,1,67,0,0,0,10,,1,1,0,100,0.14903129657228018,True,False,67.0,3
Good,83,198,3,53,38,0,0,100,125,7,7,39,6,8,36,4,2,4,,2,1,0,18,0.14903129657228018,False,False,97.0,7
Good,73,44,5,18,20,0,0,100,125,7,7,20,10,35,36,0,0,23,95.0,5,3,0,67,0.14903129657228018,False,False,100.0,13
