RiskPerformance,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MaxDelq2PublicRecLast12M,MaxDelqEver,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance,percent,delinquency,TotalNetFraction,NumInstallment,TradeFrequency
Good,71,179,5,79,14,0,87,4,6,15,1,67,15.0,0,58,71,3,3,1,86,0.398406374501992,63.31,129,3.0,0.06666666666666667
Bad,56,407,10,118,19,0,75,3,5,20,1,20,,0,55,46,8,1,5,91,1.0752688172043012,121.75,101,1.0,0.05
Bad,80,96,4,49,25,0,100,7,8,25,3,32,0.0,1,3,77,6,3,0,64,0.2145922746781116,0.0,80,3.0,0.12
Good,70,122,1,64,26,1,97,0,2,12,3,30,9.0,0,20,100,3,2,0,38,1.36986301369863,14.610000000000014,120,2.0,0.3333333333333333
Bad,55,176,14,68,17,1,89,4,6,20,0,42,0.0,3,84,44,6,2,4,80,0.398406374501992,53.56999999999999,128,2.0,0.05
Good,74,36,20,80,20,0,100,7,8,1,0,15,,1,81,46,3,2,2,67,0.2145922746781116,0.0,127,2.0,0.0
Good,68,253,11,99,36,1,85,4,2,40,2,28,0.0,0,44,46,9,1,1,63,1.36986301369863,73.05000000000001,90,1.0,0.07500000000000001
Bad,94,203,12,125,9,0,100,7,8,9,0,11,0.0,0,0,46,0,1,0,25,0.2145922746781116,0.0,46,1.0,0.0
Bad,56,201,12,67,25,1,85,0,5,26,0,31,12.0,0,16,77,3,4,1,58,1.0752688172043012,73.05000000000001,93,4.0,0.038461538461538464
Good,88,193,17,119,12,0,100,7,8,14,0,33,,2,17,46,2,1,0,75,0.2145922746781116,0.0,63,1.0,0.0
Good,73,259,1,76,27,1,100,7,8,30,7,24,0.0,1,40,100,5,2,0,78,0.2145922746781116,0.0,140,2.0,0.26666666666666666
Good,74,99,2,47,15,0,81,6,6,16,2,50,,0,0,75,0,2,0,33,0.398406374501992,92.52999999999997,75,2.0,0.125
Bad,81,156,13,71,20,0,100,7,8,21,0,43,,0,59,34,2,2,1,57,0.2145922746781116,0.0,93,2.0,0.0
Bad,57,118,16,54,2,7,20,4,2,10,0,40,0.0,4,40,33,1,3,0,83,1.36986301369863,389.6,73,3.0,0.7
Good,79,170,31,86,4,0,100,7,8,4,0,25,0.0,0,71,46,3,1,1,100,0.2145922746781116,0.0,117,1.0,0.0
Bad,65,208,3,56,14,1,88,0,5,43,4,13,,4,14,46,5,1,3,55,1.0752688172043012,58.44,60,1.0,0.11627906976744186
Good,83,269,14,122,17,0,100,7,8,17,0,47,0.0,0,24,46,4,1,0,100,0.2145922746781116,0.0,70,1.0,0.0
Bad,80,216,7,92,26,0,100,7,8,23,1,31,0.0,7,2,43,3,4,0,57,0.2145922746781116,0.0,45,4.0,0.043478260869565216
Good,79,274,11,84,40,0,100,7,8,40,1,20,0.0,0,19,77,7,1,1,40,0.2145922746781116,0.0,96,1.0,0.025
Bad,66,31,3,18,10,0,100,7,8,10,2,10,0.0,1,53,82,9,1,2,100,0.2145922746781116,0.0,135,1.0,0.2
Bad,78,272,4,90,14,0,100,7,8,25,2,29,,0,32,46,6,1,2,78,0.2145922746781116,0.0,78,1.0,0.08
Good,88,304,3,96,29,0,100,7,8,31,2,37,0.0,0,18,46,2,1,0,33,0.2145922746781116,0.0,64,1.0,0.06451612903225806
Bad,80,175,6,59,19,0,100,7,8,19,1,16,0.0,3,12,46,6,1,0,58,0.2145922746781116,0.0,58,1.0,0.05263157894736842
Bad,74,455,4,194,20,0,95,6,6,20,2,25,6.0,0,43,96,7,3,1,71,0.398406374501992,24.349999999999966,139,3.0,0.1
Bad,66,265,6,101,32,2,86,4,2,36,4,33,0.0,1,39,46,7,1,1,89,1.36986301369863,68.18,85,1.0,0.16666666666666666
Bad,58,78,9,33,8,2,100,6,8,9,2,44,0.0,1,87,49,2,4,1,100,0.2145922746781116,0.0,136,3.9999999999999996,0.4444444444444444
Good,71,269,4,93,26,0,96,4,6,31,3,23,3.0,1,46,46,5,1,2,55,0.398406374501992,19.480000000000018,92,1.0,0.0967741935483871
Bad,59,191,3,49,54,0,100,7,8,65,10,43,1.0,4,83,95,6,5,3,100,0.2145922746781116,0.0,178,5.0,0.15384615384615385
Bad,73,174,3,63,13,0,86,6,5,14,2,36,3.0,2,24,46,2,1,0,75,1.0752688172043012,68.18,70,1.0,0.14285714285714285
Bad,59,142,18,50,14,1,80,4,5,16,0,50,0.0,1,82,48,3,3,1,78,1.0752688172043012,97.39999999999998,130,3.0,0.0625
Good,80,234,0,62,27,0,100,7,8,35,4,26,0.0,3,22,46,4,1,2,38,0.2145922746781116,0.0,68,1.0,0.11428571428571428
Bad,54,141,8,54,15,0,71,3,5,17,2,41,,0,49,86,3,3,2,75,1.0752688172043012,141.23000000000002,135,3.0,0.11764705882352941
Good,76,348,7,119,29,0,100,7,8,29,1,28,0.0,0,33,89,10,2,1,65,0.2145922746781116,0.0,122,2.0,0.034482758620689655
Bad,70,145,1,11,8,0,100,7,8,8,4,30,1.0,4,28,46,2,1,0,43,0.2145922746781116,0.0,74,1.0,0.5
Good,76,170,2,74,33,0,100,7,8,34,5,38,12.0,1,20,46,4,4,0,67,0.2145922746781116,0.0,66,4.0,0.14705882352941177
Good,62,232,9,80,31,2,84,6,6,31,1,23,,0,20,51,5,4,2,71,0.398406374501992,77.92000000000002,71,4.0,0.0967741935483871
Bad,74,369,6,80,19,1,95,6,2,19,2,5,,0,21,46,6,2,0,67,1.36986301369863,24.349999999999966,67,2.0,0.15789473684210525
Bad,66,76,2,42,6,1,100,6,8,8,2,38,0.0,2,48,95,2,2,0,80,0.2145922746781116,0.0,143,2.0,0.375
Bad,65,79,22,54,6,0,75,4,5,8,0,38,,1,77,46,4,1,0,100,1.0752688172043012,121.75,123,1.0,0.0
Good,86,191,7,82,27,0,100,7,8,28,1,22,7.0,0,0,46,0,1,0,8,0.2145922746781116,0.0,46,1.0,0.03571428571428571
Bad,88,179,21,134,16,0,100,7,8,0,0,13,,0,7,61,3,1,0,57,0.2145922746781116,0.0,68,1.0,
Bad,56,79,35,56,6,0,67,4,5,9,0,33,0.0,0,54,46,1,1,0,100,1.0752688172043012,160.70999999999998,100,1.0,0.0
Good,69,284,3,84,27,1,100,7,8,31,2,50,0.0,3,51,71,3,3,1,86,0.2145922746781116,0.0,122,3.0,0.0967741935483871
Good,80,215,2,121,40,0,98,6,6,26,6,11,2.0,3,1,81,5,4,0,35,0.398406374501992,9.740000000000009,82,4.0,0.23076923076923078
Good,87,150,27,77,27,0,100,7,8,27,0,30,2.0,1,4,3,4,2,0,55,0.2145922746781116,0.0,7,2.0,0.0
Good,78,76,1,40,22,0,100,7,8,23,5,35,0.0,2,2,95,2,2,0,67,0.2145922746781116,0.0,97,2.0,0.21739130434782608
Good,65,151,7,65,29,1,100,6,8,30,2,50,0.0,0,43,82,5,3,1,62,0.2145922746781116,0.0,125,3.0,0.1
Good,83,179,5,53,25,0,100,7,8,26,2,4,,1,18,46,5,1,0,55,0.2145922746781116,0.0,64,1.0,0.07692307692307693
Bad,63,274,2,94,49,0,94,6,6,52,2,10,0.0,1,43,77,19,3,5,64,0.398406374501992,29.21999999999997,120,3.0,0.038461538461538464
Bad,59,192,10,37,17,0,88,5,6,18,1,59,0.0,2,49,84,4,3,0,78,0.398406374501992,58.44,133,3.0,0.05555555555555555
Bad,73,39,5,15,9,0,100,7,8,9,2,33,0.0,0,28,100,5,2,0,100,0.2145922746781116,0.0,128,2.0,0.2222222222222222
Bad,72,152,2,62,9,1,100,7,8,11,2,40,0.0,0,28,46,1,1,0,40,0.2145922746781116,0.0,74,1.0,0.2727272727272727
Bad,67,143,2,51,27,0,97,6,6,31,4,69,1.0,5,57,95,5,4,2,90,0.398406374501992,14.610000000000014,152,4.0,0.12903225806451613
Good,90,332,14,145,8,0,100,7,8,8,0,38,0.0,0,4,24,2,1,0,60,0.2145922746781116,0.0,28,1.0,0.0
Good,70,141,8,145,17,2,80,5,2,20,1,20,16.0,0,46,91,5,2,1,100,1.36986301369863,97.39999999999998,137,2.0,0.15000000000000002
Good,82,566,8,85,49,0,100,7,8,49,2,20,0.0,0,17,46,3,2,0,50,0.2145922746781116,0.0,63,2.0,0.04081632653061224
Good,73,149,3,62,25,0,100,7,8,25,5,20,2.0,2,30,58,4,3,3,58,0.2145922746781116,0.0,88,3.0,0.2
Good,78,121,41,84,18,0,94,6,6,1,0,33,0.0,0,18,46,3,1,1,50,0.398406374501992,29.21999999999997,64,1.0,0.0
Bad,79,181,1,91,12,0,100,7,8,14,1,21,0.0,4,66,39,3,2,1,71,0.2145922746781116,0.0,105,2.0,0.07142857142857142
Bad,69,78,5,40,16,0,100,7,8,16,1,25,0.0,2,69,46,3,2,2,83,0.2145922746781116,0.0,115,2.0,0.0625
Good,71,96,32,60,9,1,100,6,7,9,0,11,,0,48,46,2,2,0,100,6.666666666666667,0.0,94,2.0,0.1111111111111111
Bad,58,206,3,81,32,0,91,6,5,34,1,50,1.0,2,54,85,4,2,1,64,1.0752688172043012,43.829999999999984,139,2.0,0.029411764705882353
Good,74,179,3,92,26,0,100,7,8,28,3,32,,2,52,60,8,4,4,75,0.2145922746781116,0.0,112,4.0,0.10714285714285714
Good,90,174,31,98,13,0,100,7,8,13,0,38,14.0,0,8,46,1,1,0,40,0.2145922746781116,0.0,54,1.0,0.0
Bad,85,269,18,145,20,0,100,7,8,20,0,25,10.0,0,20,46,5,1,0,64,0.2145922746781116,0.0,66,1.0,0.0
Bad,62,489,6,147,17,0,67,4,6,21,1,19,0.0,3,46,46,6,1,2,62,0.398406374501992,160.70999999999998,92,1.0,0.047619047619047616
Bad,72,389,1,71,8,0,82,4,5,11,2,64,0.0,2,2,65,1,5,0,75,1.0752688172043012,87.65999999999997,67,5.0,0.18181818181818182
Bad,65,179,6,60,3,3,50,0,5,6,3,17,9.0,0,5,46,3,2,0,60,1.0752688172043012,243.5,51,2.0,1.0
Good,87,435,4,93,23,0,100,7,8,24,2,29,0.0,0,3,92,3,2,0,50,0.2145922746781116,0.0,95,2.0,0.08333333333333333
Bad,56,107,18,60,14,0,71,4,6,17,0,24,0.0,0,49,91,4,2,4,67,0.398406374501992,141.23000000000002,140,2.0,0.0
Good,75,143,1,53,27,0,97,6,6,18,6,45,1.0,1,10,89,3,6,0,64,0.398406374501992,14.610000000000014,99,6.0,0.3333333333333333
Bad,64,79,4,41,16,0,100,7,8,17,4,24,6.0,0,79,95,6,3,5,91,0.2145922746781116,0.0,174,3.0,0.23529411764705882
Good,89,423,18,110,13,0,100,7,8,13,0,15,0.0,0,2,59,2,1,0,43,0.2145922746781116,0.0,61,1.0,0.0
Good,81,223,6,83,63,0,100,7,8,63,3,16,0.0,1,15,89,2,3,1,40,0.2145922746781116,0.0,104,3.0,0.047619047619047616
Bad,75,61,16,63,5,0,67,6,6,13,0,50,,1,43,46,2,1,0,75,0.398406374501992,160.70999999999998,89,1.0,0.0
Good,60,255,1,92,29,0,77,4,6,34,5,19,5.0,3,14,46,5,1,1,60,0.398406374501992,112.00999999999999,60,1.0,0.14705882352941177
Good,84,397,71,199,8,0,88,6,6,8,0,13,0.0,0,0,46,0,2,0,50,0.398406374501992,58.44,46,2.0,0.0
Bad,83,221,11,67,19,0,100,7,8,21,1,21,10.0,0,4,36,1,3,0,29,0.2145922746781116,0.0,40,3.0,0.047619047619047616
Good,79,177,5,64,21,0,96,4,6,23,1,78,0.0,0,0,46,0,1,0,50,0.398406374501992,19.480000000000018,46,1.0,0.043478260869565216
Bad,57,121,7,65,18,0,73,4,6,22,1,14,,0,56,48,9,2,3,92,0.398406374501992,131.49,104,2.0,0.045454545454545456
Good,76,218,12,85,27,0,100,7,8,41,0,21,0.0,0,44,46,3,1,1,42,0.2145922746781116,0.0,90,1.0,0.0
Good,84,179,6,117,53,0,100,7,8,58,2,53,,0,9,13,6,2,1,73,0.2145922746781116,0.0,22,2.0,0.034482758620689655
Bad,63,129,6,51,13,0,85,4,6,13,3,46,0.0,3,43,2,4,2,0,75,0.398406374501992,73.05000000000001,45,2.0,0.23076923076923078
Good,66,139,2,59,20,1,100,6,8,21,4,24,1.0,1,60,46,6,1,3,88,0.2145922746781116,0.0,106,1.0,0.23809523809523808
Bad,66,398,13,129,14,0,81,4,5,16,0,13,0.0,0,32,46,3,1,0,67,1.0752688172043012,92.52999999999997,78,1.0,0.0
Bad,63,243,1,80,13,0,75,4,5,16,3,50,0.0,2,14,46,6,1,0,78,1.0752688172043012,121.75,60,1.0,0.1875
Bad,48,151,9,101,50,1,83,0,2,8,3,48,1.0,2,74,75,17,7,6,89,1.36986301369863,82.78999999999996,149,7.0,0.5
Bad,80,161,5,48,10,0,90,6,6,10,3,50,3.0,1,8,74,2,2,0,67,0.398406374501992,48.69999999999999,82,2.0,0.3
Good,68,135,5,64,19,0,90,6,5,21,4,52,0.0,0,41,92,7,2,1,82,1.0752688172043012,48.69999999999999,133,2.0,0.19047619047619047
Bad,54,142,2,61,23,3,76,4,3,30,4,52,4.0,1,51,73,5,6,1,80,3.571428571428571,116.88,124,6.0,0.23333333333333334
Good,91,278,32,131,33,0,100,7,8,26,0,14,0.0,0,5,46,2,1,0,33,0.2145922746781116,0.0,51,1.0,0.0
Good,91,178,100,132,5,0,100,7,8,7,0,71,3.0,1,0,46,0,2,0,0,0.2145922746781116,0.0,46,2.0,0.0
Good,76,107,2,54,10,0,82,4,6,11,1,27,0.0,3,12,3,3,2,0,71,0.398406374501992,87.65999999999997,15,2.0,0.09090909090909091
Bad,72,169,3,76,39,0,98,6,6,41,5,39,0.0,3,26,92,4,4,1,53,0.398406374501992,9.740000000000009,118,4.0,0.12195121951219512
Good,87,230,1,83,22,0,100,7,8,23,2,22,,0,1,50,1,2,0,42,0.2145922746781116,0.0,51,2.0,0.08695652173913043
Bad,55,186,6,96,42,2,84,0,5,45,1,11,,4,30,46,7,2,0,44,1.0752688172043012,77.92000000000002,76,2.0,0.06666666666666667
Good,91,340,3,102,14,0,100,7,8,22,1,21,,0,2,46,2,2,0,33,0.2145922746781116,0.0,48,2.0,0.045454545454545456
Bad,75,176,5,81,22,0,100,7,8,25,2,60,0.0,1,63,23,2,3,0,83,0.2145922746781116,0.0,86,3.0,0.08
Good,66,221,2,57,33,0,100,7,8,37,7,44,1.0,4,33,86,10,3,0,70,0.2145922746781116,0.0,119,3.0,0.1891891891891892
Bad,74,385,2,72,35,1,95,6,4,37,6,49,3.0,1,34,95,3,5,0,75,3.7037037037037033,24.349999999999966,129,5.0,0.1891891891891892
Bad,60,161,5,80,34,0,89,4,5,35,5,20,,1,51,37,13,2,1,79,1.0752688172043012,53.56999999999999,88,2.0,0.14285714285714285
Good,56,368,10,44,25,0,92,4,6,40,1,16,9.0,0,41,74,10,3,2,65,0.398406374501992,38.95999999999998,115,3.0,0.025
Bad,72,206,4,78,33,0,97,4,6,34,8,29,0.0,7,22,68,10,3,1,81,0.398406374501992,14.610000000000014,90,3.0,0.23529411764705882
Good,86,187,14,99,23,0,100,7,8,46,0,13,8.0,0,2,17,2,2,0,80,0.2145922746781116,0.0,19,2.0,0.0
Good,76,229,6,99,22,0,100,7,8,22,2,59,,1,76,79,2,3,1,67,0.2145922746781116,0.0,155,3.0,0.09090909090909091
Good,57,339,7,122,21,0,77,4,5,26,1,27,3.0,1,78,95,10,2,8,80,1.0752688172043012,112.00999999999999,173,2.0,0.038461538461538464
Good,85,226,2,84,14,0,100,7,8,27,1,13,2.0,1,6,46,6,2,0,75,0.2145922746781116,0.0,52,2.0,0.037037037037037035
Good,72,236,9,90,55,0,100,7,8,78,1,55,0.0,0,41,83,7,8,3,79,0.2145922746781116,0.0,124,8.0,0.01282051282051282
Good,74,207,3,72,43,0,100,7,8,43,3,35,0.0,1,10,53,10,2,0,65,0.2145922746781116,0.0,63,2.0,0.06976744186046512
Good,90,235,16,141,13,0,100,7,8,14,0,21,,0,10,46,2,1,0,43,0.2145922746781116,0.0,56,1.0,0.0
Bad,55,117,12,49,16,0,95,4,6,20,0,15,0.0,2,42,46,6,1,3,58,0.398406374501992,24.349999999999966,88,1.0,0.0
Bad,76,114,7,51,23,0,100,7,8,23,6,35,0.0,0,1,90,1,3,0,50,0.2145922746781116,0.0,91,3.0,0.2608695652173913
Bad,63,125,2,57,39,0,100,7,8,59,2,29,0.0,7,69,85,10,4,7,71,0.2145922746781116,0.0,154,4.0,0.03389830508474576
Bad,79,207,6,81,30,0,100,7,8,31,4,16,0.0,2,8,63,6,2,0,41,0.2145922746781116,0.0,71,2.0,0.12903225806451613
Good,86,253,7,64,42,0,100,7,8,66,1,19,13.0,0,1,41,2,2,0,17,0.2145922746781116,0.0,42,2.0,0.015151515151515152
Good,73,248,4,76,24,0,88,6,6,26,2,28,0.0,1,12,90,4,2,0,64,0.398406374501992,58.44,102,2.0,0.07692307692307693
Bad,72,111,6,79,9,2,92,5,2,24,1,67,,0,39,46,4,2,2,83,1.36986301369863,38.95999999999998,85,2.0,0.125
Bad,64,120,8,38,8,0,100,7,8,8,1,38,10.0,0,93,67,4,3,4,100,0.2145922746781116,0.0,160,3.0,0.125
Bad,76,152,2,65,26,0,97,5,7,29,4,34,,4,25,56,6,5,0,81,6.666666666666667,14.610000000000014,81,5.0,0.13793103448275862
Bad,60,94,15,60,2,4,11,4,2,9,0,22,0.0,0,19,62,1,1,0,67,1.36986301369863,433.43,81,1.0,0.4444444444444444
Good,87,169,8,61,19,0,100,7,8,19,1,26,0.0,0,1,46,2,1,0,30,0.2145922746781116,0.0,47,1.0,0.05263157894736842
Good,68,219,18,127,20,0,91,3,5,23,0,14,4.0,1,21,91,4,3,1,88,1.0752688172043012,43.829999999999984,112,3.0,0.0
Bad,56,153,18,80,17,0,95,4,6,20,0,45,17.0,0,82,46,2,1,2,75,0.398406374501992,24.349999999999966,128,1.0,0.0
Bad,62,433,1,79,31,3,92,5,2,39,7,85,0.0,2,13,97,1,4,0,100,1.36986301369863,38.95999999999998,110,4.0,0.2564102564102564
Bad,61,246,20,95,18,2,86,4,4,21,0,38,0.0,1,62,46,5,1,2,88,3.7037037037037033,68.18,108,1.0,0.09523809523809523
Bad,68,146,4,80,25,0,88,6,6,26,3,23,3.0,5,33,95,1,2,0,67,0.398406374501992,58.44,128,2.0,0.11538461538461539
Good,77,265,4,105,50,1,98,6,3,58,1,38,12.0,0,15,64,8,4,2,59,3.571428571428571,9.740000000000009,79,4.0,0.034482758620689655
Good,84,157,3,74,35,0,100,7,8,35,3,11,,3,2,5,1,3,0,44,0.2145922746781116,0.0,7,3.0,0.08571428571428572
Good,66,161,3,84,7,0,89,6,6,9,1,78,3.0,1,65,46,2,2,0,100,0.398406374501992,53.56999999999999,111,2.0,0.1111111111111111
Bad,60,82,14,38,19,0,95,6,6,20,0,35,16.0,0,68,46,6,2,3,62,0.398406374501992,24.349999999999966,114,2.0,0.0
Good,72,230,21,113,17,0,100,7,8,17,0,41,10.0,0,75,46,7,1,2,89,0.2145922746781116,0.0,121,1.0,0.0
Good,82,153,5,46,4,0,100,7,8,4,2,50,0.0,0,16,46,1,1,0,100,0.2145922746781116,0.0,62,1.0,0.5
Bad,64,128,1,59,32,0,94,4,6,35,2,12,,2,19,42,3,1,1,31,0.398406374501992,29.21999999999997,61,1.0,0.05714285714285714
Bad,66,122,0,51,31,0,100,7,8,37,6,62,0.0,17,40,68,5,4,2,82,0.2145922746781116,0.0,108,4.0,0.16216216216216217
Good,73,183,11,87,21,1,91,0,2,23,1,43,0.0,0,15,40,4,4,0,69,1.36986301369863,43.829999999999984,55,4.0,0.08695652173913043
Bad,64,56,40,47,2,0,50,6,5,4,0,50,0.0,0,27,23,3,2,0,100,1.0752688172043012,243.5,50,2.0,0.0
Bad,65,130,1,59,10,1,69,6,5,13,3,38,0.0,1,9,94,1,1,0,60,1.0752688172043012,150.96999999999997,103,1.0,0.3076923076923077
Good,69,82,7,46,33,0,100,7,8,34,3,32,0.0,0,46,81,7,4,2,73,0.2145922746781116,0.0,127,4.0,0.08823529411764706
Good,75,364,12,123,43,0,98,6,6,43,0,26,2.0,1,1,31,7,2,1,45,0.398406374501992,9.740000000000009,32,2.0,0.0
Bad,83,122,13,35,11,0,100,7,8,11,0,36,0.0,0,2,46,2,1,0,50,0.2145922746781116,0.0,48,1.0,0.0
Bad,60,282,23,108,5,1,50,5,4,10,0,40,0.0,1,115,62,4,3,2,88,3.7037037037037033,243.5,177,3.0,0.1
Bad,57,156,4,71,13,2,75,0,2,16,1,56,,1,95,49,2,2,1,100,1.36986301369863,121.75,144,1.9999999999999998,0.1875
Bad,74,277,30,123,24,0,88,6,6,24,0,25,0.0,0,45,46,12,1,2,93,0.398406374501992,58.44,91,1.0,0.0
Good,74,179,9,47,29,1,97,6,2,0,1,26,4.0,2,14,46,5,1,0,39,1.36986301369863,14.610000000000014,60,1.0,inf
Good,85,190,2,49,9,0,100,7,8,10,2,30,3.0,1,5,56,2,2,0,57,0.2145922746781116,0.0,61,2.0,0.2
Good,81,224,8,110,27,0,96,6,6,31,1,15,0.0,0,12,46,7,1,0,62,0.398406374501992,19.480000000000018,58,1.0,0.03225806451612903
Good,81,199,4,94,36,0,100,7,8,36,2,53,0.0,4,9,11,2,7,0,50,0.2145922746781116,0.0,20,7.0,0.05555555555555555
Good,64,46,3,31,4,5,100,0,8,5,1,20,2.0,1,2,46,1,1,0,67,0.2145922746781116,0.0,48,1.0,1.2
Good,89,214,2,74,15,0,100,7,8,18,3,17,1.0,4,0,99,1,1,0,20,0.2145922746781116,0.0,99,1.0,0.16666666666666666
Bad,63,53,10,24,19,0,100,7,8,19,2,79,0.0,0,104,86,2,8,2,91,0.2145922746781116,0.0,190,8.0,0.10526315789473684
Good,85,156,4,66,27,0,100,7,8,28,2,39,13.0,0,2,88,4,3,1,80,0.2145922746781116,0.0,90,3.0,0.07142857142857142
Bad,73,188,2,83,18,1,95,6,2,22,1,27,0.0,11,30,46,4,2,0,67,1.36986301369863,24.349999999999966,76,2.0,0.09090909090909091
Good,66,287,13,100,16,0,65,6,5,20,0,45,2.0,1,93,62,2,3,1,100,1.0752688172043012,170.45,155,3.0,0.0
Bad,63,177,9,97,15,0,67,4,6,6,1,27,0.0,2,60,92,2,2,2,67,0.398406374501992,160.70999999999998,152,2.0,0.16666666666666666
Bad,62,96,4,62,8,1,56,4,2,9,1,22,0.0,0,6,46,1,1,0,33,1.36986301369863,214.27999999999997,52,1.0,0.2222222222222222
Bad,71,85,4,50,48,0,100,7,8,49,4,4,2.0,6,12,46,7,1,1,27,0.2145922746781116,0.0,58,1.0,0.08163265306122448
Good,74,123,1,52,23,0,100,7,8,24,3,33,5.0,0,38,43,4,5,1,75,0.2145922746781116,0.0,81,5.0,0.125
Bad,69,390,3,100,18,1,67,4,4,11,1,10,14.0,0,7,46,3,2,0,27,3.7037037037037033,160.70999999999998,53,2.0,0.18181818181818182
Good,90,354,28,113,26,0,100,7,8,27,0,15,18.0,0,1,46,2,1,0,43,0.2145922746781116,0.0,47,1.0,0.0
Bad,60,165,2,79,43,0,92,4,6,49,2,47,0.0,0,73,89,7,2,0,77,0.398406374501992,38.95999999999998,162,2.0,0.04081632653061224
Good,61,173,2,96,16,0,79,4,5,19,2,21,0.0,0,31,47,6,2,1,80,1.0752688172043012,102.26999999999998,78,2.0,0.10526315789473684
Good,84,433,5,136,21,0,100,7,8,24,1,33,0.0,0,47,87,2,3,0,50,0.2145922746781116,0.0,134,3.0,0.041666666666666664
Good,55,289,2,85,20,1,78,4,6,24,2,30,0.0,2,36,13,7,3,1,77,0.398406374501992,107.13999999999999,49,3.0,0.125
Good,86,220,7,79,19,0,100,7,8,19,1,0,0.0,0,2,46,3,2,0,21,0.2145922746781116,0.0,48,2.0,0.05263157894736842
Bad,77,191,4,76,20,0,100,7,8,20,2,35,0.0,3,69,17,2,2,1,63,0.2145922746781116,0.0,86,2.0,0.1
Bad,69,175,5,58,20,0,85,6,6,20,3,25,5.0,1,10,73,4,3,0,64,0.398406374501992,73.05000000000001,83,3.0,0.15
Bad,86,216,6,95,26,0,97,6,6,29,1,28,0.0,0,1,65,3,3,0,55,0.398406374501992,14.610000000000014,66,3.0,0.034482758620689655
Good,72,212,33,106,12,1,100,6,8,18,0,17,19.0,0,5,8,4,1,0,56,0.2145922746781116,0.0,13,1.0,0.05555555555555555
Bad,62,192,5,38,22,0,100,7,8,22,2,9,0.0,3,65,46,15,2,7,79,0.2145922746781116,0.0,111,2.0,0.09090909090909091
Good,84,200,4,103,27,0,100,7,8,29,1,21,,3,7,92,2,2,1,55,0.2145922746781116,0.0,99,2.0,0.034482758620689655
Good,83,179,6,55,6,0,100,7,8,0,3,67,,1,15,101,2,2,0,100,0.2145922746781116,0.0,116,2.0,
Good,78,126,7,58,41,0,100,7,8,45,2,51,0.0,2,14,75,3,5,0,50,0.2145922746781116,0.0,89,5.0,0.044444444444444446
Bad,57,19,2,18,18,0,100,7,8,3,13,13,,9,30,48,15,3,3,86,0.2145922746781116,0.0,78,3.0,4.333333333333333
Bad,66,179,3,45,21,1,88,6,5,25,4,40,,1,8,54,1,4,0,50,1.0752688172043012,58.44,62,4.0,0.2
Bad,68,156,6,46,10,0,91,6,5,11,2,27,,2,74,89,4,2,3,75,1.0752688172043012,43.829999999999984,163,2.0,0.18181818181818182
Bad,81,368,11,120,9,0,90,6,5,10,1,10,1.0,2,31,46,5,2,0,83,1.0752688172043012,48.69999999999999,77,2.0,0.1
Good,88,179,4,129,10,0,100,7,8,10,1,40,,3,4,46,1,1,0,40,0.2145922746781116,0.0,50,1.0,0.1
Bad,85,253,2,82,15,0,94,6,6,18,4,33,,1,6,101,1,2,0,38,0.398406374501992,29.21999999999997,107,2.0,0.2222222222222222
Bad,57,209,2,92,34,1,92,4,6,37,2,19,1.0,1,22,46,7,1,2,67,0.398406374501992,38.95999999999998,68,1.0,0.08108108108108109
Bad,88,438,9,122,20,0,100,7,8,20,1,50,0.0,1,1,46,1,5,0,55,0.2145922746781116,0.0,47,5.0,0.05
Good,85,140,6,84,14,0,100,7,8,14,1,29,,0,6,62,2,2,0,57,0.2145922746781116,0.0,68,2.0,0.07142857142857142
Bad,71,164,10,81,12,0,100,7,8,12,1,33,0.0,1,83,40,5,2,2,78,0.2145922746781116,0.0,123,2.0,0.08333333333333333
Good,81,181,1,74,13,0,93,6,6,14,1,29,,3,11,48,2,1,0,60,0.398406374501992,34.089999999999975,59,1.0,0.07142857142857142
Good,88,360,3,115,26,0,100,7,8,28,1,39,1.0,2,4,46,4,1,0,45,0.2145922746781116,0.0,50,1.0,0.03571428571428571
Bad,70,116,2,65,26,0,96,6,6,27,4,52,0.0,2,44,70,7,4,0,92,0.398406374501992,19.480000000000018,114,4.0,0.14814814814814814
Good,74,100,2,32,25,0,100,7,8,27,6,30,3.0,2,15,93,4,2,1,43,0.2145922746781116,0.0,108,2.0,0.2222222222222222
Bad,40,166,3,100,12,7,48,0,2,23,1,17,3.0,5,72,46,11,1,3,87,1.36986301369863,253.24,118,1.0,0.34782608695652173
Good,66,256,9,76,32,0,97,6,6,33,1,30,0.0,0,34,60,6,3,3,45,0.398406374501992,14.610000000000014,94,3.0,0.030303030303030304
Good,63,270,3,67,6,1,50,6,3,10,3,30,0.0,0,61,87,4,2,0,86,3.571428571428571,243.5,148,2.0,0.4
